movie_title,domestic_total_gross,worldwide_total_gross,opening_weekend_rev,budget,runtime_minutes,IMDb_rating,time_between_sequel,sequel_worldwide_total_gross,Adventure,Animation,Biography,Comedy,Crime,Drama,Fantasy,Horror,Sci-Fi,Thriller,G,NC-17,PG,PG-13,R
Harold & Kumar Go to White Castle,18250550.0,23936908.0,5200000.0,9000000.0,88.0,7.1,3.737243064539313,43495888.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Harold & Kumar Escape from Guantanamo Bay,38108728.0,43495888.0,14908404.0,12000000.0,114.0,6.6,3.5264242250011977,36192775.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hollow Man,73209340.0,190213455.0,26414386.0,95000000.0,112.0,5.8,5.875548436997337,217611052.41459227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Starship Troopers,54814377.0,121214377.0,22058773.0,105000000.0,129.0,7.2,6.488839606562763,61386695.3034177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Starship Troopers 2: Hero of the Federation,44404544.59212519,61386695.3034177,7142690.210318685,7000000.0,92.0,3.5,4.254707488860141,21542981.619210474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ice Age,176387405.0,383257136.0,46312454.0,59000000.0,81.0,7.5,4.043888649322025,667094506.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ice Age: The Meltdown,195330621.0,667094506.0,68033544.0,80000000.0,91.0,6.8,3.252633524302347,886686817.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ice Age: Dawn of the Dinosaurs,196573705.0,886686817.0,41690382.0,90000000.0,94.0,6.9,2.398406538121933,217611052.39473626,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ice Age: A Mammoth Christmas,95747843.58061391,217611052.39473626,26418055.190304488,50165288.68755324,26.0,6.5,0.6351944256213338,877244782.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,193595521.0,542063846.0,47224594.0,75000000.0,86.0,6.9,3.4497628288055195,603900354.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Madagascar: Escape 2 Africa,180010950.0,603900354.0,63106589.0,150000000.0,89.0,6.6,3.5839202721479566,746921274.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Kung Fu Panda,215434591.0,631746197.0,60239130.0,130000000.0,92.0,7.5,2.9678911955755423,665692281.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Lion King,422783777.0,968511805.0,1586753.0,45000000.0,88.0,8.5,4.342320513083773,217611052.4115763,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Lion King II: Simba's Pride,95747843.58622363,217611052.4115763,26418055.192274243,50165288.69150674,81.0,6.5,5.289636337501797,20528413.557873435,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Little Mermaid,111543479.0,274227442.0,6031914.0,40000000.0,83.0,7.6,10.839373840667502,217611052.40971956,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Little Mermaid 2: Return to the Sea,95747843.58560401,217611052.40971956,26418055.19205734,50165288.69107271,75.0,5.6,7.931716599245707,217611052.41034728,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Prince and Me,28176497.0,37666766.0,9406378.0,22000000.0,111.0,5.9,1.8891558348220703,217611052.4161666,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Prince & Me II: The Royal Wedding,95747843.58775003,217611052.4161666,26418055.192811865,50165288.692589246,96.16286504856667,4.4,2.6831488668487373,217611052.41489407,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Prince & Me 3: A Royal Honeymoon,95747843.58732599,217611052.41489407,26418055.192663025,50165288.69229044,92.0,4.2,1.3990704805711274,45140466.45115751,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Prince & Me: The Elephant Adventure,39067256.4438568,45140466.45115751,5136725.309189487,2500000.0,93.0,4.6,8.635358700041753,165335153.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Princess Diaries,108248956.0,165335153.0,22862269.0,26000000.0,111.0,6.3,3.0226493357153124,134734481.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Bridget Jones's Diary,71543427.0,281929795.0,10733933.0,25000000.0,97.0,6.7,3.6030856211968763,265126918.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Bridget Jones: The Edge of Reason,40226215.0,265126918.0,8684055.0,40000000.0,108.0,6.0,11.825020363183365,211952420.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mulan,120620254.0,304320254.0,22745143.0,90000000.0,88.0,7.6,6.497053327583728,217611052.41094655,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Bambi,102247150.0,267447150.0,7216741.0,41640317.69238102,70.0,7.3,63.4674223290006,34958637.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Bourne Identity,121661683.0,214034224.0,27118640.0,60000000.0,119.0,7.9,2.1081883953811507,290835269.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Bourne Supremacy,176241941.0,290835269.0,52521865.0,75000000.0,108.0,7.7,3.0281251497292896,444100035.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Bourne Ultimatum,227471070.0,444100035.0,69283690.0,110000000.0,115.0,8.0,5.021321450816923,276144750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Fox and the Hound,63456988.0,63456988.0,4819215.0,12000000.0,83.0,7.3,25.421466559888295,122761337.63213387,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Brother Bear,85336277.0,250397798.0,291940.0,128000000.0,85.0,6.8,2.8090925891702088,217611052.41894248,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Class of 1999,2459895.0,2459895.0,767620.0,5200000.0,99.0,5.9,4.161618650622532,217611052.41336754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Green Lantern: First Flight,40253320.47725636,48750739.530642614,5582495.287320121,3500000.0,103.10147461467025,7.1,1.8590388577451966,48750739.53047317,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Halloween,47000000.0,47000000.0,5970052.623163903,325000.0,91.0,7.8,3.00895980068037,25533818.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Halloween II,25533818.0,25533818.0,7446508.0,2500000.0,92.0,6.5,0.9774328014948972,14400000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Halloween III: Season of the Witch,14400000.0,14400000.0,6333259.0,2500000.0,98.0,4.9,5.99875425231182,17768757.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Halloween 4: The Return of Michael Myers,17768757.0,17768757.0,6831250.0,5000000.0,88.0,5.9,0.9774328014948972,11642254.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Halloween 5: The Revenge of Michael Myers,11642254.0,11642254.0,5093428.0,5000000.0,96.0,5.2,5.960423554213981,15116634.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Halloween: The Curse of Michael Myers,15116634.0,15116634.0,7308529.0,5000000.0,87.0,4.9,2.8501611942750364,55041738.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Halloween H20: 20 Years Later,55041738.0,55041738.0,16187724.0,17000000.0,86.0,5.8,3.9343723690424857,37664855.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Joy Ride,21974919.0,36642838.0,7347259.0,23000000.0,97.0,6.6,7.006304030883591,54166149.146713674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wrong Turn,15418790.0,28650575.0,5161498.0,12600000.0,84.0,6.1,4.361485862132692,50555876.068633094,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Wrong Turn 2: Dead End,40846352.49330139,50555876.068633094,5805380.276237228,4000000.0,93.0,5.5,2.0315269991854725,46945602.9902007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Wrong Turn 3: Left for Dead,39660288.46029514,46945602.9902007,5359610.298195651,3000000.0,92.0,4.6,2.0123616501365533,46945602.99031161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wishmaster,15738769.0,15738769.0,6038516.0,5000000.0,90.0,5.8,1.9931963010876335,45140466.45149754,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Wishmaster 2: Evil Never Dies,39067256.44398376,45140466.45149754,5136725.309218236,2500000.0,96.0,5.1,2.0999746743601855,217611052.41396236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Wishmaster 3: Beyond the Gates of Hell,95747843.58701488,217611052.41396236,26418055.192554228,50165288.69207295,89.0,3.6,0.9965981505438167,217611052.41427732,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Naked Gun: From the Files of Police Squad!,78756177.0,78756177.0,9331746.0,12000000.0,85.0,7.6,2.5681567725552203,86930411.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Marley & Me,143153751.0,255743093.0,36357586.0,60000000.0,111.0,7.1,2.431261422205795,217611052.41477865,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Beverly Hills Chihuahua,94514402.0,149292488.0,29300465.0,20000000.0,91.0,3.8,2.32995886294722,79438060.69475076,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Night at the Museum,250863268.0,574480841.0,30433781.0,110000000.0,108.0,6.4,2.4148339801638636,413106170.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beauty and the Beast,218967620.0,440118382.0,162146.0,25000000.0,84.0,8.0,5.971375182241935,217611052.40880975,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Cinderella,93141149.0,95126722.0,1300000.0,2900000.0,74.0,7.3,51.98464034169079,54166149.14471586,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Cinderella II: Dreams Come True,42032416.52543211,54166149.14471586,6251150.254080107,5000000.0,73.0,5.0,4.944660054621245,64996968.37976478,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Cinderella III: A Twist in Time,45590608.62435687,64996968.37976478,7588460.188183872,8000000.0,74.0,5.9,2.5599430515342547,70067909.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Hellraiser,14564027.0,14575193.0,4453232.0,1000000.0,94.0,7.0,1.2649130372286905,12090735.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Hellraiser III: Hell on Earth,12534961.0,12534961.0,3208009.0,5000000.0,97.0,5.5,3.488093526903359,9336886.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Hellraiser: Bloodline,9336886.0,9336886.0,4505036.0,4000000.0,85.0,5.2,4.572304701670808,43335329.91268201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Hellraiser: Inferno,38474224.42763049,43335329.91268201,4913840.320231319,2000000.0,99.0,5.5,2.0315269991854725,46945602.98954111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Hellraiser: Hellseeker,39660288.460050076,46945602.98954111,5359610.298139859,3000000.0,86.0,5.0,2.6448181687508985,43335329.91144733,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Hellraiser: Deader,38474224.42717018,43335329.91144733,4913840.320126914,2000000.0,88.0,4.5,0.24914953763595418,46945602.99008398,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Hellraiser: Hellworld,39660288.460251346,46945602.99008398,5359610.298185785,3000000.0,91.0,4.2,6.113746346605337,37378379.33077057,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Candyman,25792310.0,25794159.0,5404320.0,6000000.0,99.0,6.6,2.4148339801638636,13940383.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Candyman: Farewell to the Flesh,13940383.0,13940383.0,6046825.0,21679869.399484754,95.0,5.3,4.865260751418578,217611052.41519588,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Jeepers Creepers,37904175.0,59371303.0,13106108.0,10000000.0,90.0,6.2,1.9931963010876335,63102666.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Jeepers Creepers 2,35667218.0,63102666.0,15269324.0,17000000.0,106.0,5.6,14.179620389193481,4017852.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Boogeyman,46752382.0,67192859.0,19020655.0,20000000.0,89.0,4.2,2.924084683463726,22607498.28655708,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Boogeyman 2,22607498.28655708,22607498.28655708,1680004.5232997206,4500000.0,93.0,5.1,1.034928848641656,20582135.490543336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Boogeyman II,95747843.58598134,217611052.4108656,26418055.192192495,50165288.69134925,79.0,2.0,10.6970026763041,217611052.40993384,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
The Prophecy,16115878.0,16115878.0,7510332.0,8000000.0,98.0,6.5,2.387454910093979,217611052.4133982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Prophecy II,95747843.58682968,217611052.4133982,26418055.192487564,50165288.69193592,87.0,5.8,2.14651909347899,217611052.4180171,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Prophecy 3: The Ascent,95747843.58836803,217611052.4180171,26418055.193027906,50165288.69302085,102.10640179186441,5.6,5.232140290355038,217611052.41369122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Prophecy: Uprising,95747843.58692655,217611052.41369122,26418055.192522023,50165288.69200596,88.0,5.2,0.24914953763595418,217611052.40969762,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Street Kings,26418667.0,66476363.0,12469631.0,20000000.0,109.0,6.8,3.019911428708324,217611052.4149072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
S.W.A.T.,116934650.0,207725639.0,37062535.0,80000000.0,117.0,6.0,7.562099153302258,64996968.382079735,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Step Up,65328121.0,114197742.0,20659573.0,12000000.0,104.0,6.5,1.5113246678576562,150988382.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Step Up 2: The Streets,58017783.0,150988382.0,18908826.0,17500000.0,98.0,6.2,2.475067934317611,159291809.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Step Up 3D,42400223.0,159291809.0,15812311.0,30000000.0,107.0,6.2,1.974030952038714,140470746.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Save the Last Dance,91057006.0,131706809.0,23444930.0,13000000.0,112.0,6.2,6.554549374730487,54166149.146605715,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
The Karate Kid,91077276.0,91119319.0,5031753.0,8000000.0,126.0,7.3,1.9931963010876335,115103979.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Karate Kid Part II,115103979.0,115103979.0,12652336.0,19918725.505467393,113.0,6.1,3.0281251497292896,38956288.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Mummy,155385488.0,415933406.0,43369635.0,80000000.0,124.0,7.0,1.9931963010876335,443280904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Mummy Returns,202019785.0,443280904.0,68139035.0,98000000.0,130.0,6.4,7.244501940491591,403449830.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Scorpion King,91047077.0,180630907.0,36075875.0,60000000.0,92.0,5.5,6.335516814171407,217611052.42009038,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Alvin and the Chipmunks,217326974.0,365352546.0,44307417.0,60000000.0,92.0,5.2,2.0260511851714957,443140005.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Alvin and the Chipmunks: The Squeakquel,219614612.0,443140005.0,48875415.0,75000000.0,88.0,4.5,1.979506766052691,342695435.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mimic,25480490.0,25480490.0,7818208.0,30000000.0,105.0,6.0,3.901517484958623,21296869.207689904,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Analyze This,106885658.0,176885658.0,18383507.0,80000000.0,103.0,6.7,3.7564084135882325,55003135.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Whole Nine Yards,57262492.0,106371651.0,13731070.0,41300000.0,98.0,6.7,4.139715394566624,26170671.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Sniper,18994653.0,18994653.0,5715435.0,21087128.74608482,98.0,6.1,14.959923886185205,54166149.14705387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sex and the City,152647258.0,418765321.0,57038404.0,65000000.0,145.0,5.6,1.990458394080645,290745055.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Wayne's World,121697323.0,183097323.0,18122710.0,20000000.0,94.0,7.0,1.8207081596473575,48198564.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
The Pink Panther,82226474.0,164115897.0,20220412.0,80000000.0,93.0,5.7,2.9897944516314503,76025134.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Nightmare on Elm Street,25504513.0,25504513.0,1271000.0,1800000.0,91.0,7.5,0.9582674524459777,29999213.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A Nightmare on Elm Street 2: Freddy's Revenge,29999213.0,29999213.0,2865475.0,3000000.0,87.0,5.5,1.3224090843754492,44793222.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
A Nightmare on Elm Street 3: Dream Warriors,44793222.0,44793222.0,8880555.0,4500000.0,96.0,6.6,1.4757318767668055,49369899.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A Nightmare on Elm Street 4: The Dream Master,49369899.0,49369899.0,12833403.0,13000000.0,93.0,5.7,0.9774328014948972,22168359.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Friday the 13th,39754601.0,39754601.0,5816321.0,550000.0,95.0,6.5,0.9746948944879087,21722776.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Friday the 13th Part 2,21722776.0,21722776.0,6429784.0,1250000.0,87.0,6.1,1.2868162932845986,36690067.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Friday the 13th Part III,36690067.0,36690067.0,9406522.0,2300000.0,95.0,5.7,1.667385367256001,32980880.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Friday the 13th: The Final Chapter,32980880.0,32980880.0,11183148.0,2600000.0,91.0,6.0,0.9391021033970581,21930418.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Friday the 13th: A New Beginning,21930418.0,21930418.0,8032883.0,2200000.0,92.0,4.8,1.3607397824732883,19472057.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Friday the 13th Part VI: Jason Lives,19472057.0,19472057.0,6750837.0,3000000.0,86.0,6.0,1.7823774615495185,19170001.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Friday the 13th Part VII: The New Blood,19170001.0,19170001.0,8245038.0,2800000.0,88.0,5.3,1.2074169900819318,14343976.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Pirates of the Caribbean: The Curse of the Black Pearl,305413918.0,654264015.0,46630690.0,140000000.0,143.0,8.0,2.9952702656454275,1066179747.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pirates of the Caribbean: Dead Man's Chest,423315812.0,1066179747.0,135634554.0,225000000.0,151.0,7.3,0.8816060562502994,960996492.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pirates of the Caribbean: At World's End,309420425.0,960996492.0,114732820.0,300000000.0,169.0,7.1,3.986392602175267,1045713802.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lara Croft: Tomb Raider,131168070.0,274703340.0,47735743.0,115000000.0,100.0,5.8,2.1081883953811507,160099222.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Godfather,134966411.0,246120974.0,302393.0,6000000.0,175.0,9.2,2.735169099981519,48035783.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Godfather: Part II,47834595.0,48035783.0,171417.0,13000000.0,202.0,9.0,16.01949389788976,136766062.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Ocean's Eleven,183417150.0,450717150.0,38107822.0,85000000.0,116.0,7.7,3.00895980068037,362744280.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Ocean's Twelve,125544280.0,362744280.0,39153380.0,110000000.0,125.0,6.5,2.4914953763595418,311312624.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Planet of the Apes,32589624.0,32599045.0,4324565.485062254,5800000.0,112.0,8.0,2.1437811864720016,18999718.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Arthur and the Invisibles,15132763.0,108605609.0,17073704.492587898,86000000.0,94.0,6.0,2.8884918923728757,52377611.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Arthur et la vengeance de Maltazard,38626047.859111845,52377611.0,8728318.638188522,24140332.80791076,107.0,5.3,0.8624407072013799,33885979.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Cheaper by the Dozen,138614544.0,190538630.0,27557647.0,40000000.0,98.0,5.9,1.990458394080645,130154568.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Ace Ventura: Pet Detective,72217396.0,107217396.0,12115105.0,15000000.0,86.0,6.9,1.7632121125005988,212385533.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nanny McPhee,47144110.0,123276807.0,14503650.0,25000000.0,97.0,6.5,4.561353073642854,93251121.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Expendables,103068524.0,274470394.0,34825135.0,80000000.0,103.0,6.5,2.0123616501365533,314975955.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
G.I. Joe: The Rise of Cobra,150201498.0,302469017.0,54713046.0,175000000.0,118.0,5.8,3.6386784122877267,375740705.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Turbulence,11538235.0,11538235.0,4464008.0,55000000.0,100.0,4.9,2.9596774745545766,217611052.41764963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Turbulence 2: Fear of Flying,95747843.58824392,217611052.41764963,26418055.19298534,50165288.69293736,101.0,4.2,1.2676509442356791,217611052.4161057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Universal Soldier,36299898.0,36299898.0,10057084.0,23000000.0,102.0,6.0,7.110344497149154,10667893.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Universal Soldier: The Return,10667893.0,10667893.0,4605167.0,45000000.0,83.0,4.2,13.183022238649665,1402307.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dungeons & Dragons,15391970.0,33978694.0,7237422.0,45000000.0,107.0,3.6,11.96191571353279,217611052.41632086,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Librarian: Quest for the Spear,95747843.5873439,217611052.41494003,26418055.192667756,50165288.69229685,92.0,6.3,1.9931963010876335,217611052.41494003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Librarian: Return to King Solomon's Mines,95747843.5873439,217611052.41494003,26418055.192667756,50165288.69229685,92.0,6.3,2.0123616501365533,217611052.41433197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth,30082699.0,82150642.0,275131.0,30000000.0,124.0,7.4,8.643572421062718,75782758.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Harry Potter and the Sorcerer's Stone,318087620.0,1006504505.0,90294621.0,125000000.0,152.0,7.6,0.9965981505438167,879594122.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Harry Potter and the Chamber of Secrets,262450136.0,879594122.0,88357488.0,100000000.0,161.0,7.4,1.5523932729624839,796205043.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Harry Potter and the Prisoner of Azkaban,249975996.0,796205043.0,93687367.0,130000000.0,142.0,7.9,1.456566527717886,896413828.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Harry Potter and the Goblet of Fire,290417905.0,896413828.0,102685961.0,150000000.0,157.0,7.7,1.6427442041931046,942148886.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Harry Potter and the Order of the Phoenix,292353413.0,942148886.0,77108414.0,150000000.0,138.0,7.5,2.0123616501365533,934419775.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Harry Potter and the Half-Blood Prince,302305431.0,934419775.0,77835727.0,250000000.0,153.0,7.6,1.3470502474383457,976966384.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Harry Potter and the Deathly Hallows: Part 1,296347721.0,976966384.0,125017372.0,196503753.71534753,146.0,7.7,0.6516218676632648,1342193107.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Boondock Saints,30471.0,30471.0,19930.0,6000000.0,108.0,7.8,9.88932010924249,10629321.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dirty Dancing,64577242.0,217892629.0,3900000.0,6000000.0,100.0,7.0,16.520530880168653,27685016.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Love's Enduring Promise,95747843.5902066,217611052.42353073,26418055.193672348,50165288.69431199,120.0,7.1,1.034928848641656,217611052.41373715,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Love's Long Journey,95747843.58694443,217611052.41373715,26418055.192526747,50165288.69201237,88.0,7.3,1.3415744334243687,217611052.41434515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Love's Unending Legacy,95747843.58714671,217611052.41434515,26418055.192597926,50165288.692155525,90.0,7.1,0.689952565761104,217611052.41434515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ghost Rider,115802596.0,228738393.0,45388836.0,110000000.0,110.0,5.2,5.002156101768003,132563930.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Exorcist II: The Heretic,30749142.0,30749142.0,6735000.0,14000000.0,117.0,3.8,13.166594796607733,39024251.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
The X Files,83898313.0,189176423.0,30138758.0,66000000.0,121.0,7.0,10.100138948780605,69363381.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Les visiteurs,659810.0,659810.0,24792.0,17977156.39150425,107.0,7.1,1.7057160653538403,146072.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Battle Royale,22301012.794445004,22301012.794445004,1608679.775382944,4500000.0,114.0,7.6,2.5489914235063007,26832535.09311273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy Feet,198000317.0,384336108.0,41533432.0,100000000.0,108.0,6.4,5.002156101768003,159197038.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Look Who's Talking,140088813.0,296999813.0,12107784.0,7500000.0,93.0,5.9,1.1690862919840928,47789074.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Look Who's Talking Too,47789074.0,47789074.0,8100640.0,20971286.86545421,81.0,4.7,2.8939677063868525,10340263.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Legally Blonde,96520674.0,141774679.0,20377426.0,18000000.0,96.0,6.3,1.968555138024737,124914842.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
American Psycho,15070285.0,34266564.0,4961015.0,7000000.0,101.0,7.6,2.1547328144999556,72217514.53790331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Scooby-Doo,153294164.0,275650703.0,54155312.0,84000000.0,89.0,5.1,1.7823774615495185,181216833.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Home Alone,285761243.0,477063114.0,17081997.0,18000000.0,103.0,7.6,2.0123616501365533,365154932.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Home Alone 2: Lost in New York,173585516.0,365154932.0,31126882.0,28000000.0,120.0,6.8,5.059652148914762,79082515.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
